"d061645","abdominoplasty","abdominoplasties","panniculectomy","panniculectomies"
"d057128","aberrometry","aberrometries"
"d008450","maximal midexpiratory flow rate","fef 25 75 percent","mmfr","forced expiratory flow 025 075 percent"
"d008501","medical records problem oriented","medical record problem oriented"
"d016347","medical records systems computerized","computerized medical record system"
"d008518","medicine east asian traditional","traditional oriental medicine","medicine traditional east asia","traditional far eastern medicine","east asian medicine","oriental medicine","medicine far east","east asia medicine"
"d045164","mesenchymal stem cell transplantation",
"d015201","meta analysis as topic","data pooling","clinical trial overview"
"d055617","micro electrical mechanical systems","mems","micro electro mechanical system","biomems"
"d017348","microscopy electron scanning transmission","stem"
"d019060","minimally invasive surgical procedures","minimally invasive surgeries","surgical procedure minimal"
"d015915","motion therapy continuous passive","passive motion therapy continuous","cpm therapies","therapy cpm"
"d015337","multicenter studies as topic","multicentre studies as topic","multicenter trial","multicentre trial"
"d000081364","multiparametric magnetic resonance imaging","mpmri","multiparametric mri","mp mri"
"d060885","multiplex polymerase chain reaction","multiplex pcr","multiplex ligation dependent probe amplification","triplex polymerase chain reaction","triplex pcr"
"d020720","myasthenia gravis autoimmune experimental","experimental myasthenia gravis","experimental myasthenia","experimental autoimmune myasthenia gravis passive transfer"
"d063347","native polyacrylamide gel electrophoresis","non denaturing page","non denaturing polyacrylamide gel electrophoresis","native page"
"d012252","natural family planning methods","natural family planning","rhythm method of family planning temperature","rhythm method of family planning cervical mucus","rhythm method of family planning","symptothermal method of family planning","rhythm method of family planning calendar"
"d057605","natural orifice endoscopic surgery","natural orifice transluminal endoscopy","natural orifice transluminal endoscopic surgery"
"d054843","negative pressure wound therapy","wound therapies negative pressure","negative pressure therapies topical","negative pressure therapy topical","topical negative pressure therapy","dressing negative pressure","vacuum assisted closure"
"d056347","neuroanatomical tract tracing techniques","neuron pathway tracing","neuronal pathway tracing","neuroanatomical tract tracing"
"d019906","nuclear magnetic resonance biomolecular","nmr biomolecular","nmr multinuclear","nuclear magnetic resonance heteronuclear","nmr heteronuclear","protein nmr spectroscopy","spectroscopies protein nmr"
"d021141","nucleic acid amplification techniques","technique rna amplification","technic rna amplification","amplification technique dna","technique dna amplification","technic dna amplification","nucleic acid amplification test"
"d061366","numbers needed to treat","absolute risk reduction"
"d064887","observational studies as topic","observational study as topic"
"d020411","oligonucleotide array sequence analysis","oligodeoxyribonucleotide array sequence analysis","microarray cdna","array cdna","chip gene","array oligonucleotide","microarray oligonucleotide","dna microarray","chip dna","dna microchip","array dna"
"d062791","optically stimulated luminescence dosimetry","optically stimulated luminescent dosimetry"
"d013516","oral surgical procedures preprosthetic","surgical procedure oral preprosthetic"
"d059229","osteotomy sagittal split ramus","sagittal split ramal osteotomy"
"d000072257","oxygen radical absorbance capacity","orac assay","orac method","teac assay","trolox equivalence antioxidant capacity assay"
"d016562","parenteral nutrition home total",
"d000076206","patient generated health data","health data self recorded","patient generated clinical data","generated data patient"
"d000071066","patient reported outcome measures","patient reported outcome"
"d010366","peak expiratory flow rate","expiratory peak flow rate"
"d010503","periodic acid schiff reaction","pas reaction"
"d010531","peritoneal dialysis continuous ambulatory","capd"
"d010912","pituitary adrenal function tests",
"d058439","plant somatic embryogenesis techniques","plant somatic embryogenesis","somatic embryogeneses plant"
"d019168","portasystemic shunt transjugular intrahepatic","shunt transjugular intrahepatic portosystemic","transjugular intrahepatic portasystemic shunt"
"d056510","position specific scoring matrices","position specific weight matrix","position specific scoring matrix","position specific weight matrices","weight matrices position","matrix position weight","logo sequence","frequency matrices position"
"d011176","post and core technique","post core technic","post and core technic","post technique","post technic","dental dowel"
"d000072229","posterior cruciate ligament reconstruction",
"d011237","predictive value of tests",
"d000073958","prescription drug monitoring programs","prescription drug monitoring program"
"d020401","primed in situ labeling","prins","direct in situ copy pcr","disc pcr"
"d000078337","procedures and techniques utilization","procedure utilization"
"d066244","proton magnetic resonance spectroscopy","1h mrs","1h nmr"
"d019057","quality adjusted life years","qaly","year adjusted life"
"d000078704","quantitative light induced fluorescence",
"d058525","quartz crystal microbalance techniques","quartz crystal microbalance","quartz crystal microbalance with dissipation monitoring","electrochemical quartz crystal impedance analysis"
"d055618","radiation equipment and supplies",
"d057233","radio frequency identification device","rfid","radio frequency identification"
"d011880","radiotherapy planning computer assisted","computer assisted radiotherapy planning","calculation computer assisted dosimetry"
"d016059","range of motion articular","joint range of motion","joint flexibility","range of motion","passive range of motion"
"d055425","respiratory gated imaging techniques",
"d000073798","second harmonic generation microscopy","third harmonic generation microscopy"
"d000069322","self expandable metallic stents","self expandable metal stent"
"d021161","self sustained sequence replication","nucleic acid sequence based amplification","nasba","nasba analysis","analyses nasba"
